id,location_id,trend_date,quarter,average_price,min_price,max_price,data_points,created_at
15155,131,2021-11-15,2021Q4,7084.16,7286.18,9329.03,10,2026-02-19 12:22:34.999368
15156,131,2022-02-15,2022Q1,7296.69,7504.76,9608.9,10,2026-02-19 12:22:34.999368
15157,131,2022-05-15,2022Q2,7515.59,7729.91,9897.17,10,2026-02-19 12:22:34.999368
15158,131,2022-08-15,2022Q3,7741.05,7961.8,10194.09,10,2026-02-19 12:22:34.999368
15159,131,2022-11-15,2022Q4,7973.29,8200.66,10499.91,10,2026-02-19 12:22:34.999368
15160,131,2023-02-15,2023Q1,8212.48,8446.68,10814.91,10,2026-02-19 12:22:34.999368
15161,131,2023-05-15,2023Q2,8458.86,8700.08,11139.35,10,2026-02-19 12:22:34.999368
15162,131,2023-08-15,2023Q3,8712.63,8961.08,11473.53,10,2026-02-19 12:22:34.999368
15163,131,2023-11-15,2023Q4,8974.0,9229.91,11817.74,10,2026-02-19 12:22:34.999368
15164,131,2024-02-15,2024Q1,9243.22,9506.81,12172.27,10,2026-02-19 12:22:34.999368
15165,131,2024-05-15,2024Q2,9520.52,9792.02,12537.44,10,2026-02-19 12:22:34.999368
15166,131,2024-08-15,2024Q3,9806.14,10085.78,12913.56,10,2026-02-19 12:22:34.999368
15167,131,2024-11-15,2024Q4,10100.32,10388.35,13300.97,10,2026-02-19 12:22:34.999368
15176,132,2021-02-15,2021Q1,6254.31,3656.59,11246.63,10,2026-02-19 12:22:34.999368
15177,132,2021-05-15,2021Q2,6441.94,3766.29,11584.03,10,2026-02-19 12:22:34.999368
15178,132,2021-08-15,2021Q3,6635.2,3879.28,11931.55,10,2026-02-19 12:22:34.999368
15179,132,2021-11-15,2021Q4,6834.25,3995.66,12289.5,10,2026-02-19 12:22:34.999368
15180,132,2022-02-15,2022Q1,7039.28,4115.53,12658.18,10,2026-02-19 12:22:34.999368
15181,132,2022-05-15,2022Q2,7250.46,4238.99,13037.93,10,2026-02-19 12:22:34.999368
15182,132,2022-08-15,2022Q3,7467.97,4366.16,13429.06,10,2026-02-19 12:22:34.999368
15183,132,2022-11-15,2022Q4,7692.01,4497.15,13831.94,10,2026-02-19 12:22:34.999368
15184,132,2023-02-15,2023Q1,7922.77,4632.06,14246.89,10,2026-02-19 12:22:34.999368
15185,132,2023-05-15,2023Q2,8160.45,4771.03,14674.3,10,2026-02-19 12:22:34.999368
15186,132,2023-08-15,2023Q3,8405.27,4914.16,15114.53,10,2026-02-19 12:22:34.999368
15187,132,2023-11-15,2023Q4,8657.43,5061.58,15567.97,10,2026-02-19 12:22:34.999368
15188,132,2024-02-15,2024Q1,8917.15,5213.43,16035.01,10,2026-02-19 12:22:34.999368
15189,132,2024-05-15,2024Q2,9184.66,5369.83,16516.06,10,2026-02-19 12:22:34.999368
15190,132,2024-08-15,2024Q3,9460.2,5530.93,17011.54,10,2026-02-19 12:22:34.999368
15191,132,2024-11-15,2024Q4,9744.01,5696.85,17521.88,10,2026-02-19 12:22:34.999368
15200,136,2021-02-15,2021Q1,9725.14,9725.14,9725.14,10,2026-02-19 12:22:34.999368
15201,136,2021-05-15,2021Q2,10016.9,10016.9,10016.9,10,2026-02-19 12:22:34.999368
15202,136,2021-08-15,2021Q3,10317.4,10317.4,10317.4,10,2026-02-19 12:22:34.999368
15203,136,2021-11-15,2021Q4,10626.93,10626.93,10626.93,10,2026-02-19 12:22:34.999368
15204,136,2022-02-15,2022Q1,10945.73,10945.73,10945.73,10,2026-02-19 12:22:34.999368
15205,136,2022-05-15,2022Q2,11274.11,11274.11,11274.11,10,2026-02-19 12:22:34.999368
15206,136,2022-08-15,2022Q3,11612.33,11612.33,11612.33,10,2026-02-19 12:22:34.999368
15207,136,2022-11-15,2022Q4,11960.7,11960.7,11960.7,10,2026-02-19 12:22:34.999368
15208,136,2023-02-15,2023Q1,12319.52,12319.52,12319.52,10,2026-02-19 12:22:34.999368
15209,136,2023-05-15,2023Q2,12689.11,12689.11,12689.11,10,2026-02-19 12:22:34.999368
15210,136,2023-08-15,2023Q3,13069.78,13069.78,13069.78,10,2026-02-19 12:22:34.999368
15211,136,2023-11-15,2023Q4,13461.87,13461.87,13461.87,10,2026-02-19 12:22:34.999368
15212,136,2024-02-15,2024Q1,13865.73,13865.73,13865.73,10,2026-02-19 12:22:34.999368
15213,136,2024-05-15,2024Q2,14281.7,14281.7,14281.7,10,2026-02-19 12:22:34.999368
15214,136,2024-08-15,2024Q3,14710.15,14710.15,14710.15,10,2026-02-19 12:22:34.999368
15215,136,2024-11-15,2024Q4,15151.46,15151.46,15151.46,10,2026-02-19 12:22:34.999368
15224,137,2021-02-15,2021Q1,7924.75,7924.75,7924.75,10,2026-02-19 12:22:34.999368
15225,137,2021-05-15,2021Q2,8162.49,8162.49,8162.49,10,2026-02-19 12:22:34.999368
15226,137,2021-08-15,2021Q3,8407.37,8407.37,8407.37,10,2026-02-19 12:22:34.999368
15227,137,2021-11-15,2021Q4,8659.59,8659.59,8659.59,10,2026-02-19 12:22:34.999368
15228,137,2022-02-15,2022Q1,8919.38,8919.38,8919.38,10,2026-02-19 12:22:34.999368
15229,137,2022-05-15,2022Q2,9186.96,9186.96,9186.96,10,2026-02-19 12:22:34.999368
15230,137,2022-08-15,2022Q3,9462.57,9462.57,9462.57,10,2026-02-19 12:22:34.999368
15231,137,2022-11-15,2022Q4,9746.44,9746.44,9746.44,10,2026-02-19 12:22:34.999368
15232,137,2023-02-15,2023Q1,10038.84,10038.84,10038.84,10,2026-02-19 12:22:34.999368
15233,137,2023-05-15,2023Q2,10340.0,10340.0,10340.0,10,2026-02-19 12:22:34.999368
15234,137,2023-08-15,2023Q3,10650.2,10650.2,10650.2,10,2026-02-19 12:22:34.999368
15235,137,2023-11-15,2023Q4,10969.71,10969.71,10969.71,10,2026-02-19 12:22:34.999368
15236,137,2024-02-15,2024Q1,11298.8,11298.8,11298.8,10,2026-02-19 12:22:34.999368
15237,137,2024-05-15,2024Q2,11637.76,11637.76,11637.76,10,2026-02-19 12:22:34.999368
15238,137,2024-08-15,2024Q3,11986.9,11986.9,11986.9,10,2026-02-19 12:22:34.999368
15239,137,2024-11-15,2024Q4,12346.5,12346.5,12346.5,10,2026-02-19 12:22:34.999368
15248,138,2021-02-15,2021Q1,3502.82,3169.71,3746.02,10,2026-02-19 12:22:34.999368
15249,138,2021-05-15,2021Q2,3607.9,3264.8,3858.4,10,2026-02-19 12:22:34.999368
15250,138,2021-08-15,2021Q3,3716.14,3362.74,3974.15,10,2026-02-19 12:22:34.999368
15251,138,2021-11-15,2021Q4,3827.62,3463.62,4093.38,10,2026-02-19 12:22:34.999368
15252,138,2022-02-15,2022Q1,3942.45,3567.53,4216.18,10,2026-02-19 12:22:34.999368
15253,138,2022-05-15,2022Q2,4060.72,3674.56,4342.66,10,2026-02-19 12:22:34.999368
15254,138,2022-08-15,2022Q3,4182.54,3784.8,4472.94,10,2026-02-19 12:22:34.999368
15255,138,2022-11-15,2022Q4,4308.02,3898.34,4607.13,10,2026-02-19 12:22:34.999368
15256,138,2023-02-15,2023Q1,4437.26,4015.29,4745.34,10,2026-02-19 12:22:34.999368
15257,138,2023-05-15,2023Q2,4570.38,4135.75,4887.7,10,2026-02-19 12:22:34.999368
15258,138,2023-08-15,2023Q3,4707.49,4259.82,5034.34,10,2026-02-19 12:22:34.999368
15259,138,2023-11-15,2023Q4,4848.72,4387.62,5185.37,10,2026-02-19 12:22:34.999368
15260,138,2024-02-15,2024Q1,4994.18,4519.24,5340.93,10,2026-02-19 12:22:34.999368
15261,138,2024-05-15,2024Q2,5144.0,4654.82,5501.15,10,2026-02-19 12:22:34.999368
15262,138,2024-08-15,2024Q3,5298.32,4794.47,5666.19,10,2026-02-19 12:22:34.999368
15263,138,2024-11-15,2024Q4,5457.27,4938.3,5836.17,10,2026-02-19 12:22:34.999368
15272,139,2021-02-15,2021Q1,4666.03,4666.03,4666.03,10,2026-02-19 12:22:34.999368
15273,139,2021-05-15,2021Q2,4806.01,4806.01,4806.01,10,2026-02-19 12:22:34.999368
15274,139,2021-08-15,2021Q3,4950.19,4950.19,4950.19,10,2026-02-19 12:22:34.999368
15275,139,2021-11-15,2021Q4,5098.7,5098.7,5098.7,10,2026-02-19 12:22:34.999368
15276,139,2022-02-15,2022Q1,5251.66,5251.66,5251.66,10,2026-02-19 12:22:34.999368
15277,139,2022-05-15,2022Q2,5409.21,5409.21,5409.21,10,2026-02-19 12:22:34.999368
15278,139,2022-08-15,2022Q3,5571.49,5571.49,5571.49,10,2026-02-19 12:22:34.999368
15279,139,2022-11-15,2022Q4,5738.63,5738.63,5738.63,10,2026-02-19 12:22:34.999368
15280,139,2023-02-15,2023Q1,5910.79,5910.79,5910.79,10,2026-02-19 12:22:34.999368
15281,139,2023-05-15,2023Q2,6088.11,6088.11,6088.11,10,2026-02-19 12:22:34.999368
15282,139,2023-08-15,2023Q3,6270.76,6270.76,6270.76,10,2026-02-19 12:22:34.999368
15283,139,2023-11-15,2023Q4,6458.88,6458.88,6458.88,10,2026-02-19 12:22:34.999368
15284,139,2024-02-15,2024Q1,6652.64,6652.64,6652.64,10,2026-02-19 12:22:34.999368
15285,139,2024-05-15,2024Q2,6852.22,6852.22,6852.22,10,2026-02-19 12:22:34.999368
15286,139,2024-08-15,2024Q3,7057.79,7057.79,7057.79,10,2026-02-19 12:22:34.999368
15287,139,2024-11-15,2024Q4,7269.52,7269.52,7269.52,10,2026-02-19 12:22:34.999368
15296,140,2021-02-15,2021Q1,2792.4,2443.77,3162.36,10,2026-02-19 12:22:34.999368
15297,140,2021-05-15,2021Q2,2876.17,2517.08,3257.23,10,2026-02-19 12:22:34.999368
15298,140,2021-08-15,2021Q3,2962.46,2592.59,3354.95,10,2026-02-19 12:22:34.999368
15299,140,2021-11-15,2021Q4,3051.33,2670.37,3455.6,10,2026-02-19 12:22:34.999368
15300,140,2022-02-15,2022Q1,3142.87,2750.48,3559.26,10,2026-02-19 12:22:34.999368
15301,140,2022-05-15,2022Q2,3237.16,2833.0,3666.04,10,2026-02-19 12:22:34.999368
15302,140,2022-08-15,2022Q3,3334.27,2917.99,3776.02,10,2026-02-19 12:22:34.999368
15303,140,2022-11-15,2022Q4,3434.3,3005.53,3889.3,10,2026-02-19 12:22:34.999368
15304,140,2023-02-15,2023Q1,3537.33,3095.69,4005.98,10,2026-02-19 12:22:34.999368
15305,140,2023-05-15,2023Q2,3643.45,3188.56,4126.16,10,2026-02-19 12:22:34.999368
15306,140,2023-08-15,2023Q3,3752.75,3284.22,4249.95,10,2026-02-19 12:22:34.999368
15307,140,2023-11-15,2023Q4,3865.33,3382.75,4377.45,10,2026-02-19 12:22:34.999368
15308,140,2024-02-15,2024Q1,3981.29,3484.23,4508.77,10,2026-02-19 12:22:34.999368
15309,140,2024-05-15,2024Q2,4100.73,3588.76,4644.03,10,2026-02-19 12:22:34.999368
15310,140,2024-08-15,2024Q3,4223.75,3696.42,4783.35,10,2026-02-19 12:22:34.999368
15311,140,2024-11-15,2024Q4,4350.47,3807.31,4926.85,10,2026-02-19 12:22:34.999368
15320,152,2021-02-15,2021Q1,4089.17,3175.12,8659.41,10,2026-02-19 12:22:34.999368
15321,152,2021-05-15,2021Q2,4211.84,3270.37,8919.19,10,2026-02-19 12:22:34.999368
15322,152,2021-08-15,2021Q3,4338.2,3368.48,9186.77,10,2026-02-19 12:22:34.999368
15323,152,2021-11-15,2021Q4,4468.34,3469.54,9462.37,10,2026-02-19 12:22:34.999368
15324,152,2022-02-15,2022Q1,4602.39,3573.62,9746.24,10,2026-02-19 12:22:34.999368
15325,152,2022-05-15,2022Q2,4740.46,3680.83,10038.63,10,2026-02-19 12:22:34.999368
15326,152,2022-08-15,2022Q3,4882.68,3791.26,10339.79,10,2026-02-19 12:22:34.999368
15327,152,2022-11-15,2022Q4,5029.16,3904.99,10649.98,10,2026-02-19 12:22:34.999368
15328,152,2023-02-15,2023Q1,5180.03,4022.14,10969.48,10,2026-02-19 12:22:34.999368
15329,152,2023-05-15,2023Q2,5335.43,4142.81,11298.57,10,2026-02-19 12:22:34.999368
15330,152,2023-08-15,2023Q3,5495.5,4267.09,11637.52,10,2026-02-19 12:22:34.999368
15331,152,2023-11-15,2023Q4,5660.36,4395.1,11986.65,10,2026-02-19 12:22:34.999368
15332,152,2024-02-15,2024Q1,5830.17,4526.96,12346.25,10,2026-02-19 12:22:34.999368
15333,152,2024-05-15,2024Q2,6005.08,4662.77,12716.63,10,2026-02-19 12:22:34.999368
15334,152,2024-08-15,2024Q3,6185.23,4802.65,13098.13,10,2026-02-19 12:22:34.999368
15335,152,2024-11-15,2024Q4,6370.79,4946.73,13491.08,10,2026-02-19 12:22:34.999368
15344,153,2021-02-15,2021Q1,5896.18,4019.24,16018.71,10,2026-02-19 12:22:34.999368
15345,153,2021-05-15,2021Q2,6073.07,4139.82,16499.27,10,2026-02-19 12:22:34.999368
15346,153,2021-08-15,2021Q3,6255.26,4264.01,16994.25,10,2026-02-19 12:22:34.999368
15347,153,2021-11-15,2021Q4,6442.92,4391.93,17504.08,10,2026-02-19 12:22:34.999368
15348,153,2022-02-15,2022Q1,6636.2,4523.69,18029.2,10,2026-02-19 12:22:34.999368
15349,153,2022-05-15,2022Q2,6835.29,4659.4,18570.08,10,2026-02-19 12:22:34.999368
15350,153,2022-08-15,2022Q3,7040.35,4799.18,19127.18,10,2026-02-19 12:22:34.999368
15351,153,2022-11-15,2022Q4,7251.56,4943.16,19701.0,10,2026-02-19 12:22:34.999368
15352,153,2023-02-15,2023Q1,7469.11,5091.45,20292.02,10,2026-02-19 12:22:34.999368
15353,153,2023-05-15,2023Q2,7693.18,5244.2,20900.79,10,2026-02-19 12:22:34.999368
15354,153,2023-08-15,2023Q3,7923.97,5401.52,21527.81,10,2026-02-19 12:22:34.999368
15355,153,2023-11-15,2023Q4,8161.69,5563.57,22173.64,10,2026-02-19 12:22:34.999368
15356,153,2024-02-15,2024Q1,8406.54,5730.47,22838.85,10,2026-02-19 12:22:34.999368
15357,153,2024-05-15,2024Q2,8658.74,5902.39,23524.02,10,2026-02-19 12:22:34.999368
15358,153,2024-08-15,2024Q3,8918.5,6079.46,24229.74,10,2026-02-19 12:22:34.999368
15359,153,2024-11-15,2024Q4,9186.06,6261.84,24956.63,10,2026-02-19 12:22:34.999368
15368,155,2021-02-15,2021Q1,4817.64,3820.19,6053.54,10,2026-02-19 12:22:34.999368
15369,155,2021-05-15,2021Q2,4962.16,3934.8,6235.14,10,2026-02-19 12:22:34.999368
15370,155,2021-08-15,2021Q3,5111.03,4052.84,6422.2,10,2026-02-19 12:22:34.999368
15371,155,2021-11-15,2021Q4,5264.36,4174.43,6614.86,10,2026-02-19 12:22:34.999368
15372,155,2022-02-15,2022Q1,5422.29,4299.66,6813.31,10,2026-02-19 12:22:34.999368
15373,155,2022-05-15,2022Q2,5584.96,4428.65,7017.71,10,2026-02-19 12:22:34.999368
15374,155,2022-08-15,2022Q3,5752.51,4561.51,7228.24,10,2026-02-19 12:22:34.999368
15375,155,2022-11-15,2022Q4,5925.08,4698.36,7445.09,10,2026-02-19 12:22:34.999368
15376,155,2023-02-15,2023Q1,6102.84,4839.31,7668.44,10,2026-02-19 12:22:34.999368
15377,155,2023-05-15,2023Q2,6285.92,4984.49,7898.49,10,2026-02-19 12:22:34.999368
15378,155,2023-08-15,2023Q3,6474.5,5134.02,8135.45,10,2026-02-19 12:22:34.999368
15379,155,2023-11-15,2023Q4,6668.73,5288.04,8379.51,10,2026-02-19 12:22:34.999368
15380,155,2024-02-15,2024Q1,6868.8,5446.68,8630.9,10,2026-02-19 12:22:34.999368
15381,155,2024-05-15,2024Q2,7074.86,5610.08,8889.82,10,2026-02-19 12:22:34.999368
15382,155,2024-08-15,2024Q3,7287.11,5778.39,9156.52,10,2026-02-19 12:22:34.999368
15383,155,2024-11-15,2024Q4,7505.72,5951.74,9431.21,10,2026-02-19 12:22:34.999368
15392,156,2021-02-15,2021Q1,2963.39,2963.39,2963.39,10,2026-02-19 12:22:34.999368
15393,156,2021-05-15,2021Q2,3052.29,3052.29,3052.29,10,2026-02-19 12:22:34.999368
15394,156,2021-08-15,2021Q3,3143.86,3143.86,3143.86,10,2026-02-19 12:22:34.999368
15395,156,2021-11-15,2021Q4,3238.18,3238.18,3238.18,10,2026-02-19 12:22:34.999368
15396,156,2022-02-15,2022Q1,3335.32,3335.32,3335.32,10,2026-02-19 12:22:34.999368
15397,156,2022-05-15,2022Q2,3435.38,3435.38,3435.38,10,2026-02-19 12:22:34.999368
15398,156,2022-08-15,2022Q3,3538.44,3538.44,3538.44,10,2026-02-19 12:22:34.999368
15399,156,2022-11-15,2022Q4,3644.6,3644.6,3644.6,10,2026-02-19 12:22:34.999368
15400,156,2023-02-15,2023Q1,3753.93,3753.93,3753.93,10,2026-02-19 12:22:34.999368
15401,156,2023-05-15,2023Q2,3866.55,3866.55,3866.55,10,2026-02-19 12:22:34.999368
15402,156,2023-08-15,2023Q3,3982.55,3982.55,3982.55,10,2026-02-19 12:22:34.999368
15403,156,2023-11-15,2023Q4,4102.02,4102.02,4102.02,10,2026-02-19 12:22:34.999368
15404,156,2024-02-15,2024Q1,4225.08,4225.08,4225.08,10,2026-02-19 12:22:34.999368
15405,156,2024-05-15,2024Q2,4351.84,4351.84,4351.84,10,2026-02-19 12:22:34.999368
15406,156,2024-08-15,2024Q3,4482.39,4482.39,4482.39,10,2026-02-19 12:22:34.999368
15407,156,2024-11-15,2024Q4,4616.86,4616.86,4616.86,10,2026-02-19 12:22:34.999368
15416,157,2021-02-15,2021Q1,3930.41,2292.74,5158.66,10,2026-02-19 12:22:34.999368
15417,157,2021-05-15,2021Q2,4048.32,2361.52,5313.42,10,2026-02-19 12:22:34.999368
15418,157,2021-08-15,2021Q3,4169.77,2432.36,5472.83,10,2026-02-19 12:22:34.999368
15419,157,2021-11-15,2021Q4,4294.86,2505.34,5637.01,10,2026-02-19 12:22:34.999368
15420,157,2022-02-15,2022Q1,4423.71,2580.5,5806.12,10,2026-02-19 12:22:34.999368
15421,157,2022-05-15,2022Q2,4556.42,2657.91,5980.3,10,2026-02-19 12:22:34.999368
15422,157,2022-08-15,2022Q3,4693.11,2737.65,6159.71,10,2026-02-19 12:22:34.999368
15423,157,2022-11-15,2022Q4,4833.91,2819.78,6344.51,10,2026-02-19 12:22:34.999368
15424,157,2023-02-15,2023Q1,4978.92,2904.37,6534.84,10,2026-02-19 12:22:34.999368
15425,157,2023-05-15,2023Q2,5128.29,2991.5,6730.89,10,2026-02-19 12:22:34.999368
15426,157,2023-08-15,2023Q3,5282.14,3081.25,6932.81,10,2026-02-19 12:22:34.999368
15427,157,2023-11-15,2023Q4,5440.6,3173.68,7140.8,10,2026-02-19 12:22:34.999368
15428,157,2024-02-15,2024Q1,5603.82,3268.89,7355.02,10,2026-02-19 12:22:34.999368
15429,157,2024-05-15,2024Q2,5771.94,3366.96,7575.67,10,2026-02-19 12:22:34.999368
15430,157,2024-08-15,2024Q3,5945.09,3467.97,7802.94,10,2026-02-19 12:22:34.999368
15431,157,2024-11-15,2024Q4,6123.45,3572.01,8037.03,10,2026-02-19 12:22:34.999368
15440,158,2021-02-15,2021Q1,3903.91,1922.83,4195.25,10,2026-02-19 12:22:34.999368
15441,158,2021-05-15,2021Q2,4021.03,1980.51,4321.1,10,2026-02-19 12:22:34.999368
15442,158,2021-08-15,2021Q3,4141.66,2039.93,4450.74,10,2026-02-19 12:22:34.999368
15443,158,2021-11-15,2021Q4,4265.91,2101.12,4584.26,10,2026-02-19 12:22:34.999368
15444,158,2022-02-15,2022Q1,4393.89,2164.16,4721.79,10,2026-02-19 12:22:34.999368
15445,158,2022-05-15,2022Q2,4525.7,2229.08,4863.44,10,2026-02-19 12:22:34.999368
15446,158,2022-08-15,2022Q3,4661.47,2295.95,5009.34,10,2026-02-19 12:22:34.999368
15447,158,2022-11-15,2022Q4,4801.32,2364.83,5159.62,10,2026-02-19 12:22:34.999368
15448,158,2023-02-15,2023Q1,4945.36,2435.78,5314.41,10,2026-02-19 12:22:34.999368
15449,158,2023-05-15,2023Q2,5093.72,2508.85,5473.85,10,2026-02-19 12:22:34.999368
15450,158,2023-08-15,2023Q3,5246.53,2584.12,5638.06,10,2026-02-19 12:22:34.999368
15451,158,2023-11-15,2023Q4,5403.92,2661.64,5807.2,10,2026-02-19 12:22:34.999368
15452,158,2024-02-15,2024Q1,5566.04,2741.49,5981.42,10,2026-02-19 12:22:34.999368
15453,158,2024-05-15,2024Q2,5733.02,2823.73,6160.86,10,2026-02-19 12:22:34.999368
15454,158,2024-08-15,2024Q3,5905.01,2908.45,6345.69,10,2026-02-19 12:22:34.999368
15455,158,2024-11-15,2024Q4,6082.17,2995.7,6536.06,10,2026-02-19 12:22:34.999368
15464,159,2021-02-15,2021Q1,3086.4,2309.46,5956.74,10,2026-02-19 12:22:34.999368
15465,159,2021-05-15,2021Q2,3178.99,2378.74,6135.44,10,2026-02-19 12:22:34.999368
15466,159,2021-08-15,2021Q3,3274.36,2450.1,6319.51,10,2026-02-19 12:22:34.999368
15467,159,2021-11-15,2021Q4,3372.59,2523.61,6509.09,10,2026-02-19 12:22:34.999368
15468,159,2022-02-15,2022Q1,3473.77,2599.31,6704.36,10,2026-02-19 12:22:34.999368
15469,159,2022-05-15,2022Q2,3577.98,2677.29,6905.49,10,2026-02-19 12:22:34.999368
15470,159,2022-08-15,2022Q3,3685.32,2757.61,7112.66,10,2026-02-19 12:22:34.999368
15471,159,2022-11-15,2022Q4,3795.88,2840.34,7326.04,10,2026-02-19 12:22:34.999368
15472,159,2023-02-15,2023Q1,3909.75,2925.55,7545.82,10,2026-02-19 12:22:34.999368
15473,159,2023-05-15,2023Q2,4027.05,3013.32,7772.2,10,2026-02-19 12:22:34.999368
15474,159,2023-08-15,2023Q3,4147.86,3103.72,8005.36,10,2026-02-19 12:22:34.999368
15475,159,2023-11-15,2023Q4,4272.29,3196.83,8245.52,10,2026-02-19 12:22:34.999368
15476,159,2024-02-15,2024Q1,4400.46,3292.73,8492.89,10,2026-02-19 12:22:34.999368
15477,159,2024-05-15,2024Q2,4532.48,3391.51,8747.67,10,2026-02-19 12:22:34.999368
15478,159,2024-08-15,2024Q3,4668.45,3493.26,9010.1,10,2026-02-19 12:22:34.999368
15479,159,2024-11-15,2024Q4,4808.5,3598.06,9280.41,10,2026-02-19 12:22:34.999368
15488,161,2021-02-15,2021Q1,2762.44,2704.89,3050.2,10,2026-02-19 12:22:34.999368
15489,161,2021-05-15,2021Q2,2845.32,2786.04,3141.7,10,2026-02-19 12:22:34.999368
15490,161,2021-08-15,2021Q3,2930.68,2869.62,3235.95,10,2026-02-19 12:22:34.999368
15491,161,2021-11-15,2021Q4,3018.6,2955.71,3333.03,10,2026-02-19 12:22:34.999368
15492,161,2022-02-15,2022Q1,3109.15,3044.38,3433.02,10,2026-02-19 12:22:34.999368
15493,161,2022-05-15,2022Q2,3202.43,3135.71,3536.01,10,2026-02-19 12:22:34.999368
15494,161,2022-08-15,2022Q3,3298.5,3229.78,3642.09,10,2026-02-19 12:22:34.999368
15495,161,2022-11-15,2022Q4,3397.46,3326.68,3751.36,10,2026-02-19 12:22:34.999368
15496,161,2023-02-15,2023Q1,3499.38,3426.48,3863.9,10,2026-02-19 12:22:34.999368
15497,161,2023-05-15,2023Q2,3604.36,3529.27,3979.81,10,2026-02-19 12:22:34.999368
15498,161,2023-08-15,2023Q3,3712.49,3635.15,4099.21,10,2026-02-19 12:22:34.999368
15499,161,2023-11-15,2023Q4,3823.87,3744.21,4222.19,10,2026-02-19 12:22:34.999368
15500,161,2024-02-15,2024Q1,3938.58,3856.53,4348.85,10,2026-02-19 12:22:34.999368
15501,161,2024-05-15,2024Q2,4056.74,3972.23,4479.32,10,2026-02-19 12:22:34.999368
15502,161,2024-08-15,2024Q3,4178.44,4091.39,4613.7,10,2026-02-19 12:22:34.999368
15503,161,2024-11-15,2024Q4,4303.8,4214.14,4752.11,10,2026-02-19 12:22:34.999368
15512,162,2021-02-15,2021Q1,5001.08,3901.41,5450.5,10,2026-02-19 12:22:34.999368
15513,162,2021-05-15,2021Q2,5151.12,4018.45,5614.02,10,2026-02-19 12:22:34.999368
15514,162,2021-08-15,2021Q3,5305.65,4139.01,5782.44,10,2026-02-19 12:22:34.999368
15515,162,2021-11-15,2021Q4,5464.82,4263.18,5955.91,10,2026-02-19 12:22:34.999368
15516,162,2022-02-15,2022Q1,5628.76,4391.07,6134.59,10,2026-02-19 12:22:34.999368
15517,162,2022-05-15,2022Q2,5797.63,4522.81,6318.63,10,2026-02-19 12:22:34.999368
15518,162,2022-08-15,2022Q3,5971.55,4658.49,6508.19,10,2026-02-19 12:22:34.999368
15519,162,2022-11-15,2022Q4,6150.7,4798.24,6703.43,10,2026-02-19 12:22:34.999368
15520,162,2023-02-15,2023Q1,6335.22,4942.19,6904.54,10,2026-02-19 12:22:34.999368
15521,162,2023-05-15,2023Q2,6525.28,5090.46,7111.67,10,2026-02-19 12:22:34.999368
15522,162,2023-08-15,2023Q3,6721.04,5243.17,7325.02,10,2026-02-19 12:22:34.999368
15523,162,2023-11-15,2023Q4,6922.67,5400.47,7544.77,10,2026-02-19 12:22:34.999368
15524,162,2024-02-15,2024Q1,7130.35,5562.48,7771.12,10,2026-02-19 12:22:34.999368
15525,162,2024-05-15,2024Q2,7344.26,5729.35,8004.25,10,2026-02-19 12:22:34.999368
15526,162,2024-08-15,2024Q3,7564.59,5901.23,8244.38,10,2026-02-19 12:22:34.999368
15527,162,2024-11-15,2024Q4,7791.52,6078.27,8491.71,10,2026-02-19 12:22:34.999368
15536,163,2021-02-15,2021Q1,3933.5,3040.89,5163.77,10,2026-02-19 12:22:34.999368
15537,163,2021-05-15,2021Q2,4051.5,3132.11,5318.69,10,2026-02-19 12:22:34.999368
15538,163,2021-08-15,2021Q3,4173.05,3226.08,5478.25,10,2026-02-19 12:22:34.999368
15539,163,2021-11-15,2021Q4,4298.24,3322.86,5642.59,10,2026-02-19 12:22:34.999368
15540,163,2022-02-15,2022Q1,4427.19,3422.54,5811.87,10,2026-02-19 12:22:34.999368
15541,163,2022-05-15,2022Q2,4560.0,3525.22,5986.23,10,2026-02-19 12:22:34.999368
15542,163,2022-08-15,2022Q3,4696.8,3630.98,6165.82,10,2026-02-19 12:22:34.999368
15543,163,2022-11-15,2022Q4,4837.71,3739.91,6350.79,10,2026-02-19 12:22:34.999368
15544,163,2023-02-15,2023Q1,4982.84,3852.1,6541.31,10,2026-02-19 12:22:34.999368
15545,163,2023-05-15,2023Q2,5132.32,3967.67,6737.55,10,2026-02-19 12:22:34.999368
15546,163,2023-08-15,2023Q3,5286.29,4086.7,6939.68,10,2026-02-19 12:22:34.999368
15547,163,2023-11-15,2023Q4,5444.88,4209.3,7147.87,10,2026-02-19 12:22:34.999368
15548,163,2024-02-15,2024Q1,5608.23,4335.58,7362.31,10,2026-02-19 12:22:34.999368
15549,163,2024-05-15,2024Q2,5776.47,4465.64,7583.17,10,2026-02-19 12:22:34.999368
15550,163,2024-08-15,2024Q3,5949.77,4599.61,7810.67,10,2026-02-19 12:22:34.999368
15551,163,2024-11-15,2024Q4,6128.26,4737.6,8044.99,10,2026-02-19 12:22:34.999368
15560,194,2021-02-15,2021Q1,3672.5,2900.58,5511.11,10,2026-02-19 12:22:34.999368
15561,194,2021-05-15,2021Q2,3782.68,2987.6,5676.44,10,2026-02-19 12:22:34.999368
15562,194,2021-08-15,2021Q3,3896.16,3077.23,5846.73,10,2026-02-19 12:22:34.999368
15563,194,2021-11-15,2021Q4,4013.04,3169.54,6022.14,10,2026-02-19 12:22:34.999368
